,Id,Status Category,Probability of conversion,Use Case,Created Date
426,XuUqzDjQ,Waiting,0.4,Sports Events,2018-02-01
427,vwcnpk2u,Discarded,0.1,Corporate Events,2018-10-20
428,9DcpY5f4,Waiting,0.4,Sports Events,2019-06-28
429,u48d4w16,Waiting,0.4,Educational Seminars,2018-02-01
430,1unwd0ql,Discarded,0.1,Corporate Events,2018-10-20
431,etvf9ra5,Discarded,0.1,Corporate Events,2019-06-28
432,zdmn5tow,Discarded,0.1,Corporate Events,2018-02-01
433,nraes2io,Waiting,0.4,Indefinite,2018-10-20
434,ahjv8y0s,Discarded,0.1,Corporate Events,2019-06-28
435,9l6ftqsf,Waiting,0.4,Corporate Events,2018-02-01
436,mxf10g71,Waiting,0.4,Corporate Events,2018-10-20
437,j4gtbd30,Discarded,0.1,Indefinite,2019-06-28
438,q6kmf9ac,Discarded,0.1,Corporate Events,2018-02-01
439,fppokc72,Discarded,0.1,Indefinite,2018-10-20
440,0m2l0rse,Discarded,0.1,Corporate Events,2019-06-28
441,MW9sFl7z,Waiting,0.4,Corporate Events,2018-02-01
442,SNYEPczd,Discarded,0.1,Indefinite,2018-10-20
443,bgevtklj,Waiting,0.4,Corporate Events,2019-06-28
444,dr5gjj7f,Waiting,0.4,Corporate Events,2018-02-01
445,1k72hy0b,Discarded,0.1,Indefinite,2018-10-20
446,3o7c6lk9,Process,0.3,Corporate Events,2019-06-28
447,qb6u0b86,Waiting,0.4,Corporate Events,2018-02-01
448,89icbrat,Discarded,0.1,Corporate Events,2018-10-21
449,xuxgnhux,Waiting,0.4,Corporate Events,2019-06-28
450,z8de05m6,Discarded,0.1,Corporate Events,2018-02-01
451,36y1epj6,Process,0.3,Corporate Events,2018-10-21
452,5ygwjddw,Discarded,0.1,Corporate Events,2019-06-28
453,i8soy4mg,Discarded,0.1,Corporate Events,2018-02-01
454,yfoogomj,Waiting,0.4,Indefinite,2018-10-21
455,51qx7srn,Waiting,0.4,Indefinite,2019-06-28
456,ww6xtlan,Waiting,0.4,Corporate Events,2018-02-01
457,9jis4a73,Waiting,0.4,Indefinite,2018-10-21
458,yxvkgop5,Discarded,0.1,Corporate Events,2019-06-28
459,mi1b2jq3,Discarded,0.1,Corporate Events,2018-02-01
460,7eu6i16h,Discarded,0.1,Corporate Events,2018-10-21
461,l82d0vb6,Discarded,0.1,Corporate Events,2019-06-28
462,T5v8RPRs,Discarded,0.1,Sports Events,2018-02-01
463,h9rzk6kf,Waiting,0.4,Indefinite,2018-10-21
464,ZQzPY933,Qualified,0.5,Corporate Events,2019-06-28
465,kiRLb9G0,Qualified,0.5,Corporate Events,2018-02-01
466,mqe7bkq2,Engaged,0.45,Corporate Events,2018-10-21
467,pxmzk4vz,Discarded,0.1,Corporate Events,2019-06-28
468,y6uyb52s,Discarded,0.1,Indefinite,2018-02-01
469,srwabvvc,Waiting,0.4,Indefinite,2018-10-21
470,ZMS7Ja30,Qualified,0.5,Corporate Events,2019-06-28
471,fukgpwaj,Discarded,0.1,Indefinite,2018-02-01
472,5y4xii7e,Waiting,0.4,Corporate Events,2018-10-21
473,32k19x0e,Waiting,0.4,Corporate Events,2019-06-28
474,3j6lpexy,Process,0.3,Corporate Events,2018-02-01
475,qq8o2kf1,Waiting,0.4,Corporate Events,2018-10-21
476,umrdhmhm,Process,0.3,Corporate Events,2019-06-28
477,9cjos9uy,Discarded,0.1,Corporate Events,2018-02-01
478,5evroeuu,Discarded,0.1,Corporate Events,2018-10-21
479,edpbrlkk,Discarded,0.1,Corporate Events,2019-06-28
480,q8j704ev,Waiting,0.4,Corporate Events,2018-02-01
481,0rrso3s7,Waiting,0.4,Corporate Events,2018-10-21
482,HaMRsDZB,Waiting,0.4,Sports Events,2019-06-28
483,Mfnz3CFX,Qualified,0.5,Corporate Events,2018-02-01
484,qlclswl6,Waiting,0.4,Educational Seminars,2018-10-21
485,1c8cso23,Waiting,0.4,Corporate Events,2019-06-28
486,52fmilvz,Waiting,0.4,Corporate Events,2018-02-01
487,7ui0tov3,Discarded,0.1,Corporate Events,2018-10-21
488,0j1uqmrb,Discarded,0.1,Corporate Events,2019-06-28
489,a34hw8hu,Discarded,0.1,Corporate Events,2018-02-01
490,dxhhzage,Process,0.3,Corporate Events,2018-10-21
491,aiada7yu,Waiting,0.4,Indefinite,2019-06-28
492,E3Aw2wPT,Qualified,0.5,Corporate Events,2018-02-01
493,XuXi8fR3,Qualified,0.5,Sports Events,2018-10-21
494,yztx71vv,Discarded,0.1,Corporate Events,2019-06-28
495,PFAnBGFn,Qualified,0.5,Corporate Events,2018-02-01
496,1GiyEGoE,Qualified,0.5,Corporate Events,2018-10-21
497,4rfFyRYR,Waiting,0.4,Sports Events,2019-06-28
498,3fzui3st,Waiting,0.4,Corporate Events,2018-02-01
499,juzj7uau,Waiting,0.4,Corporate Events,2018-10-21
500,5kdgc6ey,Waiting,0.4,Indefinite,2019-06-28
501,fx34i33d,Discarded,0.1,Corporate Events,2018-02-01
502,sjy6oqae,Waiting,0.4,Sports Events,2018-10-21
503,urp4qdqy,Waiting,0.4,Indefinite,2019-06-28
504,0so2p3a6,Waiting,0.4,Corporate Events,2018-02-01
505,ii5fq9b4,Discarded,0.1,Corporate Events,2018-10-21
506,k7sqhlkr,Waiting,0.4,Indefinite,2019-06-28
507,yqf08hib,Discarded,0.1,Indefinite,2018-02-01
508,4vrt3qUo,Qualified,0.5,Educational Seminars,2018-10-21
509,7s2yxlz4,Waiting,0.4,Corporate Events,2019-06-28
510,uc5wwo0g,Discarded,0.1,Corporate Events,2018-02-01
511,0LeWAmNL,Discarded,0.1,Sports Events,2018-10-21
512,5gfdal6w,Discarded,0.1,Corporate Events,2019-06-28
513,7ke4upwc,Discarded,0.1,Corporate Events,2018-02-01
514,n9b036n2,Waiting,0.4,Corporate Events,2018-10-21
515,adp2stph,Discarded,0.1,Corporate Events,2019-06-28
516,dswwk5vg,Waiting,0.4,Corporate Events,2018-02-01
517,n0kcua3W,Waiting,0.4,Sports Events,2018-10-21
518,3t1v7u8s,Discarded,0.1,Corporate Events,2019-06-28
519,p4gewg6p,Waiting,0.4,Corporate Events,2018-02-01
520,aa11amx6,Waiting,0.4,Corporate Events,2018-10-21
521,dzzzldtw,Waiting,0.4,Corporate Events,2019-06-28
522,v9uEnukI,Qualified,0.5,Corporate Events,2018-02-01
523,W5YbArGj,Process,0.3,Corporate Events,2018-10-21
524,491g311P,Qualified,0.5,Wedding Planning,2019-06-28
525,pMlnKD29,Discarded,0.1,Sports Events,2018-02-01
526,twrdkp1f,Waiting,0.4,Corporate Events,2018-10-21
527,bKfixDn9,Process,0.3,Sports Events,2019-06-28
528,dSLOI64m,Qualified,0.5,Corporate Events,2018-02-01
529,Bon9diU0,Qualified,0.5,Corporate Events,2018-10-21
530,h0hosaoe,Waiting,0.4,Indefinite,2019-06-28
531,nm8rz9io,Waiting,0.4,Corporate Events,2018-02-01
532,4vqh0bk2,Waiting,0.4,Sports Events,2018-10-21
533,5efaojkr,Waiting,0.4,Corporate Events,2019-06-28
534,fc7n4emi,Waiting,0.4,Corporate Events,2018-02-01
535,bpfo90je,Discarded,0.1,Corporate Events,2018-10-21
536,ffy9kl3y,Waiting,0.4,Corporate Events,2019-06-28
537,Y1rMR3mQ,Qualified,0.5,Corporate Events,2018-02-01
538,rovgve26,Discarded,0.1,Corporate Events,2018-10-21
539,uhbahge1,Discarded,0.1,Indefinite,2019-06-28
540,k4ZEidIT,Waiting,0.4,Sports Events,2018-02-01
541,IkrBQ4Ln,Qualified,0.5,Corporate Events,2018-10-21
542,2pykdx0w,Waiting,0.4,Indefinite,2019-06-28
543,izjss7mq,Waiting,0.4,Sports Events,2018-02-01
544,rfc16k1K,Qualified,0.5,Corporate Events,2018-10-21
545,QT2zyq5E,Process,0.3,Sports Events,2019-06-28
546,ubnHHTGm,Discarded,0.1,Sports Events,2018-02-01
547,2iym4ubh,Waiting,0.4,Educational Seminars,2018-10-21
548,Dl5lieQ8,Qualified,0.5,Indefinite,2019-06-28
549,mzzdgzf6,Waiting,0.4,Corporate Events,2018-02-01
550,1MzRUW3y,Qualified,0.5,Sports Events,2018-10-21
551,gj1zu0bj,Waiting,0.4,Corporate Events,2019-06-28
552,d0oub60W,Qualified,0.5,Corporate Events,2018-02-01
553,v4ah5z2u,Waiting,0.4,Indefinite,2018-10-21
554,Wexf96Qg,Qualified,0.5,Corporate Events,2019-06-28
555,lofrn2sk,Discarded,0.1,Corporate Events,2018-02-01
556,tzkzokvi,Discarded,0.1,Corporate Events,2018-10-21
557,p8gnefns,Waiting,0.4,Corporate Events,2019-06-28
558,buk3d0v6,Waiting,0.4,Corporate Events,2018-02-01
559,ltVnRoYF,Waiting,0.4,Sports Events,2018-10-21
560,6JUFQ9XP,Qualified,0.5,Sports Events,2019-06-28
561,vikwy3v8,Process,0.3,Corporate Events,2018-02-01
562,v21lwmzu,Waiting,0.4,Corporate Events,2018-10-21
563,ris4neld,Waiting,0.4,Corporate Events,2019-06-28
564,3siymwgr,Waiting,0.4,Indefinite,2018-02-01
565,b1xjor2b,Discarded,0.1,Corporate Events,2018-10-21
566,86u05twq,Discarded,0.1,Corporate Events,2019-06-28
567,SyjAFe0L,Process,0.3,Corporate Events,2018-02-01
568,7hcft1v3,Waiting,0.4,Corporate Events,2018-10-21
569,35kfnys7,Waiting,0.4,Indefinite,2019-06-28
570,ncmwalgd,Waiting,0.4,Corporate Events,2018-02-01
571,pJS5ZvCP,Qualified,0.5,Corporate Events,2018-10-21
572,gor2dm89,Discarded,0.1,Indefinite,2019-06-28
573,Gabg7RwR,Waiting,0.4,Sports Events,2018-02-01
574,SZSILM9A,Qualified,0.5,Sports Events,2018-10-21
575,0BWUzrEw,Qualified,0.5,Corporate Events,2019-06-28
576,xtyd3by9,Discarded,0.1,Corporate Events,2018-02-01
577,yx75u4re,Waiting,0.4,Corporate Events,2018-10-21
578,UtxjLSMc,Qualified,0.5,Corporate Events,2019-06-28
579,enfxpt97,Waiting,0.4,Corporate Events,2018-02-01
580,za06h207,Process,0.3,Educational Seminars,2018-10-21
581,1jm2pahe,Waiting,0.4,Wedding Planning,2019-06-28
582,ez52sihz,Discarded,0.1,Indefinite,2018-02-01
583,s9g1qp4e,Discarded,0.1,Corporate Events,2018-10-21
584,oTT6udVd,Qualified,0.5,Sports Events,2019-06-28
585,MlwrYIG9,Waiting,0.4,Corporate Events,2018-02-01
586,MmR6q40F,Waiting,0.4,Corporate Events,2018-10-21
587,rdvbba3h,Waiting,0.4,Corporate Events,2019-06-28
588,0r6b0f1j,Waiting,0.4,Indefinite,2018-02-01
589,LOXg3Yi7,Engaged,0.45,Educational Seminars,2018-10-21
590,TDNBw1XU,Qualified,0.5,Corporate Events,2019-06-28
591,qIdyIZ0b,Discarded,0.1,Sports Events,2018-02-01
592,8fqrbsRI,Discarded,0.1,Corporate Events,2018-10-21
593,d62ds16t,Discarded,0.1,Indefinite,2019-06-28
594,k9ak9k3f,Discarded,0.1,Corporate Events,2018-02-01
595,g57fctqn,Discarded,0.1,Indefinite,2018-10-21
596,g55mm4hs,Discarded,0.1,Indefinite,2019-06-28
597,dc0qcxY8,Discarded,0.1,Sports Events,2018-02-01
598,6ig9v10n,Waiting,0.4,Indefinite,2018-10-21
599,awiytw4v,Discarded,0.1,Corporate Events,2019-06-28
600,xcvp6umr,Waiting,0.4,Indefinite,2018-02-01
601,6eu7I2kd,Qualified,0.5,Corporate Events,2018-10-21
602,9n9yauxc,Waiting,0.4,Corporate Events,2019-06-28
603,52nymz7k,Waiting,0.4,Indefinite,2018-02-01
604,cqSqAakh,Qualified,0.5,Corporate Events,2018-10-21
605,cH4S7HXM,Waiting,0.4,Indefinite,2019-06-28
606,jluf5wpr,Waiting,0.4,Corporate Events,2018-02-01
607,rjv0j3l3,Discarded,0.1,Corporate Events,2018-10-21
608,4MyQlrru,Discarded,0.1,Indefinite,2019-06-28
609,icaji6ev,Process,0.3,Corporate Events,2018-02-01
610,1d65ewrz,Discarded,0.1,Indefinite,2018-10-21
611,x11qe975,Waiting,0.4,Indefinite,2019-06-28
612,0mpMa5k0,Waiting,0.4,Sports Events,2018-02-01
613,m508m302,Discarded,0.1,Indefinite,2018-10-21
614,rlu5zf8q,Discarded,0.1,Corporate Events,2019-06-28
615,mcaumj14,Waiting,0.4,Indefinite,2018-02-01
616,ndi4pvsw,Waiting,0.4,Corporate Events,2018-10-21
617,zmqd1unk,Waiting,0.4,Indefinite,2019-06-28
618,vzr3lou7,Discarded,0.1,Sports Events,2018-02-01
619,WJBis0Sx,Process,0.3,Indefinite,2018-10-21
620,zqs7w41p,Waiting,0.4,Corporate Events,2019-06-28
621,0trd16uu,Discarded,0.1,Corporate Events,2018-02-01
622,i2qoqhoj,Discarded,0.1,Corporate Events,2018-10-21
623,1SJDDSmh,Discarded,0.1,Educational Seminars,2019-06-28
624,Iq4qBwAA,Discarded,0.1,Indefinite,2018-02-01
625,mnab6s27,Waiting,0.4,Corporate Events,2018-10-21
626,kplyojam,Waiting,0.4,Corporate Events,2019-06-28
627,0z77solh,Discarded,0.1,Corporate Events,2018-02-01
628,848tqcar,Process,0.3,Corporate Events,2018-10-21
629,qd9w4zyi,Waiting,0.4,Corporate Events,2019-06-28
630,Do25O5Y9,Qualified,0.5,Corporate Events,2018-02-01
631,2fextmus,Discarded,0.1,Corporate Events,2018-10-21
632,re62a4tq,Waiting,0.4,Indefinite,2019-06-28
633,dkv0675j,Waiting,0.4,Corporate Events,2018-02-01
634,qdxvdp4i,Waiting,0.4,Corporate Events,2018-10-21
635,4xoejgvy,Waiting,0.4,Corporate Events,2019-06-28
636,4c0uNZWQ,Discarded,0.1,Indefinite,2018-03-01
637,e0g0i286,Waiting,0.4,Sports Events,2018-10-21
638,jx37s5lu,Waiting,0.4,Corporate Events,2019-06-28
639,xm76axsr,Waiting,0.4,Corporate Events,2018-03-01
640,ACWuE72F,Discarded,0.1,Indefinite,2018-10-21
641,mqfe3y4a,Discarded,0.1,Corporate Events,2019-06-28
642,bmunuzll,Waiting,0.4,Indefinite,2018-03-01
643,qovwcmnq,Waiting,0.4,Corporate Events,2018-10-21
644,o12reztd,Waiting,0.4,Indefinite,2019-06-28
645,q1otj8w9,Waiting,0.4,Corporate Events,2018-03-01
646,kz051cei,Waiting,0.4,Educational Seminars,2018-10-21
647,OD0ESkia,Qualified,0.5,Corporate Events,2019-06-28
648,rzh71l3j,Discarded,0.1,Corporate Events,2018-03-01
649,o6ua8ipm,Discarded,0.1,Corporate Events,2018-10-21
650,31qh4gtp,Waiting,0.4,Corporate Events,2019-06-28
651,HCKk3LU3,Discarded,0.1,Sports Events,2018-03-01
652,9uk1r159,Waiting,0.4,Corporate Events,2018-10-21
653,c0z9sp9s,Waiting,0.4,Corporate Events,2019-06-28
654,dhBGmiKq,Waiting,0.4,Indefinite,2018-03-01
655,s5w1mc58,Waiting,0.4,Corporate Events,2018-10-21
656,z2orju1k,Discarded,0.1,Corporate Events,2019-06-28
657,jj430cx9,Waiting,0.4,Indefinite,2018-03-01
658,gdp3wsni,Discarded,0.1,Corporate Events,2018-10-21
659,xw2yogvu,Waiting,0.4,Corporate Events,2019-06-28
660,BPbLoBVx,Waiting,0.4,Sports Events,2018-03-01
661,WpXYqYvn,Discarded,0.1,Corporate Events,2018-10-22
662,4dbz98ki,Waiting,0.4,Corporate Events,2019-06-28
663,ire1wjdm,Discarded,0.1,Corporate Events,2018-03-01
664,fxrs7ale,Discarded,0.1,Corporate Events,2018-10-22
665,ozfsgff8,Waiting,0.4,Corporate Events,2019-06-28
666,vbzq7wph,Discarded,0.1,Corporate Events,2018-03-01
667,W7XPVtbH,Waiting,0.4,Indefinite,2018-10-22
668,nkzPYpH0,Waiting,0.4,Corporate Events,2019-06-28
669,ogpr2ps2,Waiting,0.4,Corporate Events,2018-03-01
670,TsXDAXlv,Discarded,0.1,Sports Events,2018-10-22
671,u800usso,Discarded,0.1,Corporate Events,2019-06-28
672,pp04ggz2,Discarded,0.1,Corporate Events,2018-03-01
673,8nn0hc5b,Discarded,0.1,Corporate Events,2018-10-22
674,iw2p1s4j,Discarded,0.1,Indefinite,2019-06-28
675,wextSLyz,Qualified,0.5,Corporate Events,2018-03-01
676,xh7nkhxc,Waiting,0.4,Corporate Events,2018-10-22
677,zSww1ZB4,Process,0.3,Sports Events,2019-06-28
678,04q1prrk,Waiting,0.4,Educational Seminars,2018-03-01
679,lerz4e44,Discarded,0.1,Corporate Events,2018-10-22
680,1hegs1gs,Discarded,0.1,Corporate Events,2019-06-28
681,t8x1xgo6,Waiting,0.4,Indefinite,2018-03-01
682,Q0M6eZmq,Qualified,0.5,Corporate Events,2018-10-22
683,xd6vvw10,Discarded,0.1,Sports Events,2019-06-28
684,gvPdyA9K,Qualified,0.5,Corporate Events,2018-03-01
685,LPr8DkNq,Engaged,0.45,Indefinite,2018-10-22
686,strv0yff,Waiting,0.4,Corporate Events,2019-06-28
687,02gvepke,Waiting,0.4,Corporate Events,2018-03-01
688,wvl7t88n,Discarded,0.1,Indefinite,2018-10-22
689,7os1hc0j,Discarded,0.1,Indefinite,2019-06-28
690,d3pgmlx3,Discarded,0.1,Corporate Events,2018-03-01
691,TuWsZpyX,Qualified,0.5,Corporate Events,2018-10-22
692,bwnkvila,Discarded,0.1,Indefinite,2019-06-28
693,d5nv6a7k,Discarded,0.1,Corporate Events,2018-03-01
694,9mzbzlmk,Discarded,0.1,Corporate Events,2018-10-22
695,i27yncnw,Discarded,0.1,Corporate Events,2019-06-28
696,umiw8hi7,Discarded,0.1,Corporate Events,2018-03-01
697,YjzkPXXj,Qualified,0.5,Corporate Events,2018-10-22
698,jqg7kvfb,Waiting,0.4,Educational Seminars,2019-06-28
699,gh78f4rx,Waiting,0.4,Corporate Events,2018-03-01
700,I96qYJaZ,Qualified,0.5,Sports Events,2018-10-22
701,gee7wEYm,Discarded,0.1,Sports Events,2019-06-28
702,jj7fh62e,Waiting,0.4,Corporate Events,2018-03-01
703,2hp4r3g0,Waiting,0.4,Corporate Events,2018-10-22
704,e0t6n4zh,Waiting,0.4,Corporate Events,2019-06-28
705,113Nj2hS,Process,0.3,Sports Events,2018-03-01
706,nofq5hOC,Qualified,0.5,Corporate Events,2018-10-22
707,AvNMlzYE,Waiting,0.4,Educational Seminars,2019-06-28
708,HKWV197l,Qualified,0.5,Corporate Events,2018-03-01
709,OMRJ75dL,Qualified,0.5,Corporate Events,2018-10-22
710,wo10tmqg,Waiting,0.4,Corporate Events,2019-06-28
711,c2v6t708,Waiting,0.4,Corporate Events,2018-03-01
712,7zdtz5e7,Process,0.3,Corporate Events,2018-10-22
713,kjcyemqd,Discarded,0.1,Indefinite,2019-06-28
714,jwqfs5cs,Waiting,0.4,Corporate Events,2018-03-01
715,llgmumoc,Discarded,0.1,Corporate Events,2018-10-22
716,ghmuvb8m,Waiting,0.4,Corporate Events,2019-06-28
717,LSJcIkE5,Qualified,0.5,Corporate Events,2018-03-01
718,gAFpGaLr,Qualified,0.5,Corporate Events,2018-10-22
719,sT6yNEqu,Qualified,0.5,Corporate Events,2019-06-28
720,lts534et,Waiting,0.4,Indefinite,2018-03-01
721,NE59aL6G,Qualified,0.5,Corporate Events,2018-10-22
722,S0Mg75F6,Process,0.3,Sports Events,2019-06-28
723,o9sls24v,Waiting,0.4,Indefinite,2018-03-01
724,niu3tarw,Waiting,0.4,Corporate Events,2018-10-22
725,I4GbXJZy,Discarded,0.1,Sports Events,2019-06-28
726,EcQxad26,Discarded,0.1,Corporate Events,2018-03-01
727,d86XPxPy,Qualified,0.5,Corporate Events,2018-10-22
728,QpuS872H,Waiting,0.4,Indefinite,2019-06-28
729,ms2gqzc3,Discarded,0.1,Corporate Events,2018-03-01
730,9gPzCaeP,Qualified,0.5,Corporate Events,2018-10-22
731,9RKFyZDE,Discarded,0.1,Sports Events,2019-06-28
732,MkeGIVVR,Process,0.3,Sports Events,2018-03-01
733,pdp4lpi3,Waiting,0.4,Indefinite,2018-10-22
734,30d0jrga,Waiting,0.4,Corporate Events,2019-06-28
735,kS08JBap,Qualified,0.5,Corporate Events,2018-03-01
736,RcOR0Uab,Process,0.3,Corporate Events,2018-10-22
737,w6q1m6k6,Discarded,0.1,Corporate Events,2019-06-28
738,sw0jky83,Discarded,0.1,Corporate Events,2018-03-01
739,izrqeglp,Discarded,0.1,Corporate Events,2018-10-22
740,vom2xdhc,Discarded,0.1,Corporate Events,2019-06-28
741,u61azqe6,Qualified,0.5,Indefinite,2018-03-01
742,BWMHLukd,Discarded,0.1,Sports Events,2018-10-22
743,d9rq79ll,Discarded,0.1,Corporate Events,2019-06-28
744,0k1i2etr,Waiting,0.4,Indefinite,2018-03-01
745,xuersuc9,Waiting,0.4,Corporate Events,2018-10-22
746,c7y402rq,Discarded,0.1,Corporate Events,2019-06-28
747,wrx8pfmz,Waiting,0.4,Corporate Events,2018-03-01
748,iOyufjJL,Process,0.3,Corporate Events,2018-10-22
749,reyknr9n,Discarded,0.1,Corporate Events,2019-06-28
750,nmccj2dg,Waiting,0.4,Educational Seminars,2018-03-01
751,sgm7cA7n,Discarded,0.1,Sports Events,2018-10-22
752,ljY0iR8m,Process,0.3,Sports Events,2019-06-28
753,hszupied,Discarded,0.1,Corporate Events,2018-03-01
754,QE67I8FS,Discarded,0.1,Sports Events,2018-10-22
755,YBdHzUUP,Qualified,0.5,Corporate Events,2019-06-28
756,0cfp6v2s,Waiting,0.4,Indefinite,2018-03-01
757,lz8a2cv0,Waiting,0.4,Corporate Events,2018-10-22
758,n83ofceh,Waiting,0.4,Corporate Events,2019-06-28
759,rnk6z80i,Discarded,0.1,Corporate Events,2018-03-01
760,cvPgaGgP,Qualified,0.5,Corporate Events,2018-10-22
761,cl3ntn39,Waiting,0.4,Corporate Events,2019-06-28
762,32gRIxjd,Qualified,0.5,Corporate Events,2018-03-01
763,ueajgspm,Discarded,0.1,Corporate Events,2018-10-22
764,6gal7144,Waiting,0.4,Indefinite,2019-06-28
765,g9LewJq6,Discarded,0.1,Sports Events,2018-03-01
766,luadmnyw,Engaged,0.45,Corporate Events,2018-10-22
767,ZkdnG4X2,Qualified,0.5,Corporate Events,2019-06-28
768,9uxm5f45,Waiting,0.4,Corporate Events,2018-03-01
769,CB6ghEA5,Qualified,0.5,Sports Events,2018-10-22
770,5psb7xb0,Discarded,0.1,Corporate Events,2019-06-28
771,ESn3CM0I,Process,0.3,Corporate Events,2018-03-01
772,26h11dxh,Waiting,0.4,Corporate Events,2018-10-22
773,yem7jtqj,Waiting,0.4,Corporate Events,2019-06-28
774,5mh0xz6c,Waiting,0.4,Indefinite,2018-03-01
775,wjY1sPMT,Qualified,0.5,Corporate Events,2018-10-22
776,5m6lh27q,Discarded,0.1,Indefinite,2019-06-28
777,J16m0UFY,Discarded,0.1,Sports Events,2018-03-01
778,e2sc1lbl,Waiting,0.4,Corporate Events,2018-10-22
779,7ztvfzdv,Waiting,0.4,Corporate Events,2019-06-28
780,n6l543h0,Discarded,0.1,Corporate Events,2018-03-01
781,xco3fm4g,Waiting,0.4,Corporate Events,2018-10-22
782,3km6ft9t,Discarded,0.1,Corporate Events,2019-06-28
783,9ekb6oid,Discarded,0.1,Corporate Events,2018-03-01
784,tE0NJwni,Qualified,0.5,Corporate Events,2018-10-22
785,atGKv3Gl,Waiting,0.4,Corporate Events,2019-06-28
786,BzkcpuhK,Discarded,0.1,Sports Events,2018-03-01
787,1tezbwjj,Waiting,0.4,Corporate Events,2018-10-22
788,wq8tsswf,Waiting,0.4,Indefinite,2019-06-28
789,UAi6mjSY,Discarded,0.1,Sports Events,2018-03-01
790,36qyui0m,Engaged,0.45,Corporate Events,2018-10-22
791,ccj2mtv5,Discarded,0.1,Corporate Events,2019-06-28
792,PEBtu9nP,Discarded,0.1,Corporate Events,2018-03-01
793,vbmtf016,Discarded,0.1,Indefinite,2018-10-22
794,hDBNkMrV,Process,0.3,Sports Events,2019-06-28
795,shievhat,Discarded,0.1,Indefinite,2018-03-01
796,35407ybu,Waiting,0.4,Corporate Events,2018-10-22
797,IB28U9sk,Discarded,0.1,Sports Events,2019-06-28
798,4wwswiv9,Waiting,0.4,Corporate Events,2018-03-01
799,4nushw3v,Waiting,0.4,Corporate Events,2018-10-22
800,6pqyrqnw,Waiting,0.4,Corporate Events,2019-06-28
801,15u2nno5,Discarded,0.1,Corporate Events,2018-03-01
802,SR3HsMlP,Discarded,0.1,Sports Events,2018-10-22
803,vqjqy246,Waiting,0.4,Indefinite,2019-06-28
804,asl2rbtt,Discarded,0.1,Educational Seminars,2018-03-01
805,ci91aq1h,Discarded,0.1,Indefinite,2018-10-22
806,ejhtz7ya,Waiting,0.4,Educational Seminars,2019-06-28
807,KuZgRXzG,Qualified,0.5,Educational Seminars,2018-03-01
808,apgfiu8e,Engaged,0.45,Educational Seminars,2018-10-22
809,ghsk8owi,Discarded,0.1,Corporate Events,2019-07-29
810,qB7uxp2u,Waiting,0.4,Corporate Events,2018-03-01
811,svalr7nf,Discarded,0.1,Corporate Events,2018-10-22
812,dwjbuv07,Waiting,0.4,Corporate Events,2019-07-29
813,52nm3imw,Waiting,0.4,Corporate Events,2018-03-01
814,J7WBCG6Z,Discarded,0.1,Sports Events,2018-10-22
815,qrq80zvk,Waiting,0.4,Corporate Events,2019-07-29
816,ome48ayn,Engaged,0.45,Sports Events,2018-03-01
817,cUDIRBeq,Discarded,0.1,Sports Events,2018-10-22
818,xgz9y7zh,Discarded,0.1,Corporate Events,2019-07-29
819,w0FKnEfJ,Qualified,0.5,Corporate Events,2018-03-01
820,wWJgYFEr,Qualified,0.5,Sports Events,2018-10-22
821,XCNIZNlB,Process,0.3,Sports Events,2019-07-29
822,48euleti,Waiting,0.4,Corporate Events,2018-03-01
823,k75ebmsq,Waiting,0.4,Corporate Events,2018-10-22
824,AJJ8ITRB,Process,0.3,Sports Events,2019-07-29
825,7jyyojlh,Waiting,0.4,Corporate Events,2018-03-01
826,eusxfmfd,Discarded,0.1,Corporate Events,2018-10-22
827,n9UhRDob,Discarded,0.1,Indefinite,2019-07-29
828,z4fqm2sv,Discarded,0.1,Corporate Events,2018-03-01
829,zoldbeyf,Discarded,0.1,Corporate Events,2018-10-22
830,kig1t4g0,Waiting,0.4,Corporate Events,2019-07-29
831,e8khohrs,Discarded,0.1,Corporate Events,2018-03-01
832,vdpubtj7,Discarded,0.1,Indefinite,2018-10-22
833,RdehfcOn,Qualified,0.5,Sports Events,2019-07-29
834,ZdyVw2kC,Waiting,0.4,Educational Seminars,2018-03-01
835,X6BtGHnV,Qualified,0.5,Indefinite,2018-10-22
836,13mk44d5,Waiting,0.4,Indefinite,2019-07-29
837,bpbsi6i9,Waiting,0.4,Corporate Events,2018-03-01
838,msdn58bo,Waiting,0.4,Corporate Events,2018-10-22
839,fxce9ska,Waiting,0.4,Indefinite,2019-07-29
840,xZhvQE62,Discarded,0.1,Sports Events,2018-03-01
841,iuMcnSBo,Qualified,0.5,Corporate Events,2018-10-22
